nom_commune_adherente;code_insee_commune_adherente;zip_code;nom_commune_zip
Salagnac;24515;24160;Salagnac, 24160
Saint-Raphaël;24493;24160;Saint-Raphaël, 24160
Preyssac-d'Excideuil;24339;24160;Preyssac-d'Excideuil, 24160
Saint-Jory-las-Bloux;24429;24160;Saint-Jory-las-Bloux, 24160
Saint-Martial-d'Albarède;24448;24160;Saint-Martial-d'Albarède, 24160
Saint-Pantaly-d'Excideuil;24476;24160;Saint-Pantaly-d'Excideuil, 24160
Génis;24196;24160;Génis, 24160
Excideuil;24164;24160;Excideuil, 24160
Chenecey-Buillon;25149;25440;Chenecey-Buillon, 25440
Samson;25528;25440;Samson, 25440
Abbans-Dessus;25002;25440;Abbans-Dessus, 25440
Le Val;25460;25440;Le Val, 25440
Liesle;25336;25440;Liesle, 25440
By;25104;25440;By, 25440
Courcelles;25171;25440;Courcelles, 25440
Myon;25416;25440;Myon, 25440
Chouzelot;25154;25440;Chouzelot, 25440
Charnay;25126;25440;Charnay, 25440
Rennes-sur-Loue;25488;25440;Rennes-sur-Loue, 25440
Palantine;25443;25440;Palantine, 25440
Bartherans;25044;25440;Bartherans, 25440
Rouhe;25507;25440;Rouhe, 25440
Goux-sous-Landet;25283;25440;Goux-sous-Landet, 25440
Lombard;25340;25440;Lombard, 25440
Échay;25209;25440;Échay, 25440
Lavans-Quingey;25330;25440;Lavans-Quingey, 25440
Paroy;25445;25440;Paroy, 25440
Ronchaux;25500;25440;Ronchaux, 25440
Quingey;25475;25440;Quingey, 25440
Chay;25143;25440;Chay, 25440
Cessey;25109;25440;Cessey, 25440
Mesmay;25379;25440;Mesmay, 25440
Buffard;25098;25440;Buffard, 25440
Cussey-sur-Lison (avant 2022);25185;25440;Cussey-sur-Lison (avant 2022), 25440
Pessans;25450;25440;Pessans, 25440
Cussey-sur-Lison;25185;25440;Cussey-sur-Lison, 25440
POINTVILLERS;25460;25440;POINTVILLERS, 25440
Brères;25090;25440;Brères, 25440
Fourg;25253;25440;Fourg, 25440
Nanterre;92050;92000;Nanterre, 92000
Chartres;28085;28000;Chartres, 28000
Locmaria-Plouzané;29130;29280;Locmaria-Plouzané, 29280
Plouzané;29212;29280;Plouzané, 29280
Villiers-Adam;95678;95840;Villiers-Adam, 95840
Béthemont-la-Forêt;95061;95840;Béthemont-la-Forêt, 95840
Saint-Hilaire-de-Brethmas;30259;30560;Saint-Hilaire-de-Brethmas, 30560
Saint-Claude;97124;97120;Saint-Claude, 97120
Aussonne;31032;31840;Aussonne, 31840
Seilh;31541;31840;Seilh, 31840
Arcachon;33009;33120;Arcachon, 33120
Saint-Just;34272;34400;Saint-Just, 34400
Lunel-Viel;34146;34400;Lunel-Viel, 34400
Saturargues;34294;34400;Saturargues, 34400
Villetelle;34340;34400;Villetelle, 34400
Saint-Sériès;34288;34400;Saint-Sériès, 34400
Entre-Vignes;34246;34400;Entre-Vignes, 34400
Lunel;34145;34400;Lunel, 34400
Saint-Christol;34246;34400;Saint-Christol, 34400
Saint-Nazaire-de-Pézan;34280;34400;Saint-Nazaire-de-Pézan, 34400
Domalain;35097;35680;Domalain, 35680
Moulins;35198;35680;Moulins, 35680
Vergéal;35350;35680;Vergéal, 35680
Piré-sur-Seiche;35220;35680;Piré-sur-Seiche, 35680
Louvigné-de-Bais;35161;35680;Louvigné-de-Bais, 35680
Piré-Chancé;35220;35680;Piré-Chancé, 35680
Bais;35014;35680;Bais, 35680
Meylan;38229;38240;Meylan, 38240
Foncine-le-Bas;39227;39520;Foncine-le-Bas, 39520
Aire-sur-l'Adour;40001;40800;Aire-sur-l'Adour, 40800
Latrille;40146;40800;Latrille, 40800
Saint-Agnet;40247;40800;Saint-Agnet, 40800
Sarron;40290;40800;Sarron, 40800
Duhort-Bachen;40091;40800;Duhort-Bachen, 40800
Bournoncle-Saint-Pierre;43038;43360;Bournoncle-Saint-Pierre, 43360
Vergongheon;43258;43360;Vergongheon, 43360
Lorlanges;43123;43360;Lorlanges, 43360
Saint-Géron;43191;43360;Saint-Géron, 43360
Saint-Jean-de-Boiseau;44166;44640;Saint-Jean-de-Boiseau, 44640
Vue;44220;44640;Vue, 44640
Rouans;44145;44640;Rouans, 44640
Le Pellerin;44120;44640;Le Pellerin, 44640
Cheix-en-Retz;44039;44640;Cheix-en-Retz, 44640
Saint-Pardoux-du-Breuil;47263;47200;Saint-Pardoux-du-Breuil, 47200
Taillebourg;47304;47200;Taillebourg, 47200
Virazeil;47326;47200;Virazeil, 47200
Marcellus;47156;47200;Marcellus, 47200
Gaujac;47108;47200;Gaujac, 47200
Fourques-sur-Garonne;47101;47200;Fourques-sur-Garonne, 47200
Marmande;47157;47200;Marmande, 47200
Montpouillan;47191;47200;Montpouillan, 47200
Beaupuy;47024;47200;Beaupuy, 47200
Birac-sur-Trec;47028;47200;Birac-sur-Trec, 47200
Longueville;47150;47200;Longueville, 47200
Mauvezin-sur-Gupie;47163;47200;Mauvezin-sur-Gupie, 47200
Gudmont-Villiers;52230;52320;Gudmont-Villiers, 52320
Vignory;52524;52320;Vignory, 52320
La Genevroye;52214;52320;La Genevroye, 52320
Marbéville;52310;52320;Marbéville, 52320
Froncles;52211;52320;Froncles, 52320
Soncourt-sur-Marne;52480;52320;Soncourt-sur-Marne, 52320
Rouécourt;52436;52320;Rouécourt, 52320
Cerisières;52091;52320;Cerisières, 52320
Mirbel;52326;52320;Mirbel, 52320
Vouécourt;52547;52320;Vouécourt, 52320
Assé-le-Bérenger;53010;53600;Assé-le-Bérenger, 53600
Saint-Georges-sur-Erve;53221;53600;Saint-Georges-sur-Erve, 53600
Voutré;53276;53600;Voutré, 53600
Mézangers;53153;53600;Mézangers, 53600
Sainte-Gemmes-le-Robert;53218;53600;Sainte-Gemmes-le-Robert, 53600
Évron (avant 2019);53097;53600;Évron (avant 2019), 53600
Évron;53097;53600;Évron, 53600
Vannes-le-Châtel;54548;54112;Vannes-le-Châtel, 54112
Allamps;54010;54112;Allamps, 54112
Gibeaumeix;54226;54112;Gibeaumeix, 54112
Uruffe;54538;54112;Uruffe, 54112
Thil;54521;54880;Thil, 54880
Persquen;56156;56160;Persquen, 56160
Ploërdut;56163;56160;Ploërdut, 56160
Locmalo;56113;56160;Locmalo, 56160
Lignol;56110;56160;Lignol, 56160
Langoëlan;56099;56160;Langoëlan, 56160
Guémené-sur-Scorff;56073;56160;Guémené-sur-Scorff, 56160
Séglien;56242;56160;Séglien, 56160
Algrange;57012;57440;Algrange, 57440
Angevillers;57022;57440;Angevillers, 57440
Vieux-Berquin;59615;59232;Vieux-Berquin, 59232
Beauvais;60057;60000;Beauvais, 60000
Aux Marais;60703;60000;Aux Marais, 60000
Tillé;60639;60000;Tillé, 60000
Saint-Martin-le-Noeud;60586;60000;Saint-Martin-le-Noeud, 60000
Allonne;60009;60000;Allonne, 60000
Frocourt;60264;60000;Frocourt, 60000
Fouquenies;60250;60000;Fouquenies, 60000
Goincourt;60277;60000;Goincourt, 60000
Verchocq;62844;62560;Verchocq, 62560
Renty;62704;62560;Renty, 62560
Fauquembergues;62325;62560;Fauquembergues, 62560
Saint-Martin-d'Hardinghem;62760;62560;Saint-Martin-d'Hardinghem, 62560
Thiembronne;62812;62560;Thiembronne, 62560
Coyecques;62254;62560;Coyecques, 62560
Dennebroeucq;62267;62560;Dennebroeucq, 62560
Reclinghem;62696;62560;Reclinghem, 62560
Avroult;62067;62560;Avroult, 62560
Audincthun;62053;62560;Audincthun, 62560
Merck-Saint-Liévin;62569;62560;Merck-Saint-Liévin, 62560
Églisolles;63147;63840;Églisolles, 63840
Sauvessanges;63412;63840;Sauvessanges, 63840
Saillant;63309;63840;Saillant, 63840
Viverols;63465;63840;Viverols, 63840
Sassis;65411;65120;Sassis, 65120
Barèges;65481;65120;Barèges, 65120
Betpouey;65089;65120;Betpouey, 65120
Viey;65469;65120;Viey, 65120
Viella;65463;65120;Viella, 65120
Luz-Saint-Sauveur;65295;65120;Luz-Saint-Sauveur, 65120
Esterre;65173;65120;Esterre, 65120
Saligos;65399;65120;Saligos, 65120
SALIGOS (avant 2017);65399;65120;SALIGOS (avant 2017), 65120
Chèze;65145;65120;Chèze, 65120
Esquièze-Sère;65168;65120;Esquièze-Sère, 65120
GEDRE;65192;65120;GEDRE, 65120
Sazos;65413;65120;Sazos, 65120
Sers;65424;65120;Sers, 65120
Grust;65210;65120;Grust, 65120
Gavarnie-Gèdre;65192;65120;Gavarnie-Gèdre, 65120
Viscos;65478;65120;Viscos, 65120
Anse-Bertrand;97102;97121;Anse-Bertrand, 97121
Carcans;33097;33121;Carcans, 33121
Mont-le-Vignoble;54380;54113;Mont-le-Vignoble, 54113
Blénod-lès-Toul;54080;54113;Blénod-lès-Toul, 54113
Bulligny;54105;54113;Bulligny, 54113
Crézilles;54146;54113;Crézilles, 54113
Charmes-la-Côte;54120;54113;Charmes-la-Côte, 54113
Moutrot;54392;54113;Moutrot, 54113
Gye;54242;54113;Gye, 54113
Vitry-sur-Orne;57724;57185;Vitry-sur-Orne, 57185
Clouange;57143;57185;Clouange, 57185
Maing;59369;59233;Maing, 59233
Rottelsheim;67417;67170;Rottelsheim, 67170
Wahlenheim;67510;67170;Wahlenheim, 67170
Ohlungen;67359;67170;Ohlungen, 67170
Mittelschaeffolsheim;67298;67170;Mittelschaeffolsheim, 67170
Wingersheim les Quatre Bans;67539;67170;Wingersheim les Quatre Bans, 67170
Bilwisheim;67039;67170;Bilwisheim, 67170
Hochstett;67203;67170;Hochstett, 67170
Berstheim;67035;67170;Berstheim, 67170
WINGERSHEIM;67539;67170;WINGERSHEIM, 67170
Kriegsheim;67250;67170;Kriegsheim, 67170
Geudertheim;67156;67170;Geudertheim, 67170
Donnenheim;67100;67170;Donnenheim, 67170
Olwisheim;67361;67170;Olwisheim, 67170
Krautwiller;67249;67170;Krautwiller, 67170
Brumath;67067;67170;Brumath, 67170
Bernolsheim;67033;67170;Bernolsheim, 67170
Genay;69278;69730;Genay, 69730
Lucé-sous-Ballon;72174;72290;Lucé-sous-Ballon, 72290
Courceboeufs;72099;72290;Courceboeufs, 72290
BALLON;72023;72290;BALLON, 72290
Ballon-Saint Mars;72023;72290;Ballon-Saint Mars, 72290
Teillé;72349;72290;Teillé, 72290
Congé-sur-Orne;72088;72290;Congé-sur-Orne, 72290
Souligné-sous-Ballon;72340;72290;Souligné-sous-Ballon, 72290
Mézières-sur-Ponthouin;72196;72290;Mézières-sur-Ponthouin, 72290
Brides-les-Bains;73057;73570;Brides-les-Bains, 73570
Mont-Saint-Aignan;76451;76130;Mont-Saint-Aignan, 76130
Villeneuve-les-Bordes;77509;77154;Villeneuve-les-Bordes, 77154
Coutençon;77140;77154;Coutençon, 77154
Villevaudé;77517;77410;Villevaudé, 77410
Charmentray;77094;77410;Charmentray, 77410
Claye-Souilly;77118;77410;Claye-Souilly, 77410
Fresnes-sur-Marne;77196;77410;Fresnes-sur-Marne, 77410
Annet-sur-Marne;77005;77410;Annet-sur-Marne, 77410
Messy;77292;77410;Messy, 77410
Précy-sur-Marne;77376;77410;Précy-sur-Marne, 77410
Charny;77095;77410;Charny, 77410
Saint-Mesmes;77427;77410;Saint-Mesmes, 77410
Gressy;77214;77410;Gressy, 77410
Villeroy;77515;77410;Villeroy, 77410
Pierrefiche;12182;12130;Pierrefiche, 12130
SAINT-GENIEZ-D'OLT;12224;12130;SAINT-GENIEZ-D'OLT, 12130
Saint-Martin-de-Lenne;12239;12130;Saint-Martin-de-Lenne, 12130
Pomayrols;12184;12130;Pomayrols, 12130
Saint Geniez d'Olt et d'Aubrac;12224;12130;Saint Geniez d'Olt et d'Aubrac, 12130
La Capelle-Bonance;12055;12130;La Capelle-Bonance, 12130
Sainte-Eulalie-d'Olt;12219;12130;Sainte-Eulalie-d'Olt, 12130
Saint-Rémy-l'Honoré;78576;78690;Saint-Rémy-l'Honoré, 78690
Les Essarts-le-Roi;78220;78690;Les Essarts-le-Roi, 78690
Lambesc;13050;13410;Lambesc, 13410
Cossesseville;14183;14690;Cossesseville, 14690
Pierrefitte-en-Cinglais;14501;14690;Pierrefitte-en-Cinglais, 14690
Tréprel;14710;14690;Tréprel, 14690
Les Isles-Bardel;14343;14690;Les Isles-Bardel, 14690
Le Bô;14080;14690;Le Bô, 14690
Le Mesnil-Villement;14427;14690;Le Mesnil-Villement, 14690
Pierrepont;14502;14690;Pierrepont, 14690
Pont-d'Ouilly;14764;14690;Pont-d'Ouilly, 14690
Le Détroit;14223;14690;Le Détroit, 14690
La Pommeraye;14510;14690;La Pommeraye, 14690
Rapilly;14531;14690;Rapilly, 14690
Saint-André;81240;81250;Saint-André, 81250
Massals;81161;81250;Massals, 81250
Curvalle;81077;81250;Curvalle, 81250
Alban;81003;81250;Alban, 81250
Miolles;81167;81250;Miolles, 81250
Paulinet;81203;81250;Paulinet, 81250
Soulignonne;17431;17250;Soulignonne, 17250
Geay;17171;17250;Geay, 17250
Pont-l'Abbé-d'Arnoult;17284;17250;Pont-l'Abbé-d'Arnoult, 17250
Les Essards;17154;17250;Les Essards, 17250
Romegoux;17302;17250;Romegoux, 17250
Saint-Porchaire;17387;17250;Saint-Porchaire, 17250
Beurlay;17045;17250;Beurlay, 17250
Plassay;17280;17250;Plassay, 17250
La Vallée;17455;17250;La Vallée, 17250
Saint-Sulpice-d'Arnoult;17408;17250;Saint-Sulpice-d'Arnoult, 17250
Sainte-Gemme;17330;17250;Sainte-Gemme, 17250
Trizay;17453;17250;Trizay, 17250
Sainte-Radegonde;17389;17250;Sainte-Radegonde, 17250
Marigny-Chemereau;86147;86370;Marigny-Chemereau, 86370
Marçay;86145;86370;Marçay, 86370
Vivonne;86293;86370;Vivonne, 86370
Château-Larcher;86065;86370;Château-Larcher, 86370
Pléneuf-Val-André;22186;22370;Pléneuf-Val-André, 22370
Milly-la-Forêt;91405;91490;Milly-la-Forêt, 91490
Moigny-sur-École;91408;91490;Moigny-sur-École, 91490
Oncy-sur-École;91463;91490;Oncy-sur-École, 91490
Dannemois;91195;91490;Dannemois, 91490
Courances;91180;91490;Courances, 91490
Moras-en-Valloire;26213;26210;Moras-en-Valloire, 26210
Épinouze;26118;26210;Épinouze, 26210
Lapeyrouse-Mornay;26155;26210;Lapeyrouse-Mornay, 26210
Manthes;26172;26210;Manthes, 26210
Saint-Sorlin-en-Valloire;26330;26210;Saint-Sorlin-en-Valloire, 26210
Lens-Lestang;26162;26210;Lens-Lestang, 26210
Cailly-sur-Eure;27124;27490;Cailly-sur-Eure, 27490
Clef Vallée d'Eure;27191;27490;Clef Vallée d'Eure, 27490
LA CROIX-SAINT-LEUFROY;27191;27490;LA CROIX-SAINT-LEUFROY, 27490
Autheuil-Authouillet;27025;27490;Autheuil-Authouillet, 27490
Domont;95199;95330;Domont, 95330
Launac;31281;31330;Launac, 31330
Larra;31592;31330;Larra, 31330
Ondes;31403;31330;Ondes, 31330
Saint-Cézert;31473;31330;Saint-Cézert, 31330
Le Burgaud;31093;31330;Le Burgaud, 31330
Grenade;31232;31330;Grenade, 31330
Merville;31341;31330;Merville, 31330
Baie-Mahault;97103;97122;Baie-Mahault, 97122
Gensac;33186;33890;Gensac, 33890
Coubeyrac;33133;33890;Coubeyrac, 33890
Juillac;33210;33890;Juillac, 33890
Pessac-sur-Dordogne;33319;33890;Pessac-sur-Dordogne, 33890
Bruz;35047;35170;Bruz, 35170
Mouscardès;40199;40290;Mouscardès, 40290
Misson;40186;40290;Misson, 40290
Habas;40118;40290;Habas, 40290
Ossages;40214;40290;Ossages, 40290
Estibeaux;40095;40290;Estibeaux, 40290
Fay-de-Bretagne;44056;44130;Fay-de-Bretagne, 44130
Blain;44015;44130;Blain, 44130
Notre-Dame-des-Landes;44111;44130;Notre-Dame-des-Landes, 44130
Le Gâvre;44062;44130;Le Gâvre, 44130
Bouvron;44023;44130;Bouvron, 44130
Trinay;45330;45410;Trinay, 45410
Lion-en-Beauce;45183;45410;Lion-en-Beauce, 45410
Artenay;45008;45410;Artenay, 45410
Ruan;45266;45410;Ruan, 45410
Sougy;45313;45410;Sougy, 45410
Bucy-le-Roi;45058;45410;Bucy-le-Roi, 45410
Brissac Loire Aubance;49050;49250;Brissac Loire Aubance, 49250
Beaufort-en-Anjou;49021;49250;Beaufort-en-Anjou, 49250
FONTAINE-GUERIN;49138;49250;FONTAINE-GUERIN, 49250
Loire-Authion;49307;49250;Loire-Authion, 49250
BEAUFORT-EN-VALLEE;49021;49250;BEAUFORT-EN-VALLEE, 49250
SAINT-MATHURIN-SUR-LOIRE;49307;49250;SAINT-MATHURIN-SUR-LOIRE, 49250
La Ménitré;49201;49250;La Ménitré, 49250
Les Bois d'Anjou;49138;49250;Les Bois d'Anjou, 49250
BRISSAC-QUINCE;49050;49250;BRISSAC-QUINCE, 49250
Lolif;50276;50530;Lolif, 50530
Bacilly;50027;50530;Bacilly, 50530
SARTILLY;50565;50530;SARTILLY, 50530
Dragey-Ronthon;50167;50530;Dragey-Ronthon, 50530
Champeaux;50117;50530;Champeaux, 50530
Sartilly-Baie-Bocage;50565;50530;Sartilly-Baie-Bocage, 50530
Genêts;50199;50530;Genêts, 50530
Saint-Pierre-Langers;50540;50530;Saint-Pierre-Langers, 50530
Saint-Jean-le-Thomas;50496;50530;Saint-Jean-le-Thomas, 50530
Jeandelaincourt;54276;54114;Jeandelaincourt, 54114
Réchicourt-la-Petite;54446;54370;Réchicourt-la-Petite, 54370
Arracourt;54023;54370;Arracourt, 54370
Bures;54106;54370;Bures, 54370
Laneuveville-aux-Bois;54297;54370;Laneuveville-aux-Bois, 54370
Vaucourt;54551;54370;Vaucourt, 54370
Mouacourt;54388;54370;Mouacourt, 54370
Deuxville;54155;54370;Deuxville, 54370
Athienville;54026;54370;Athienville, 54370
Xures;54601;54370;Xures, 54370
Xousse;54600;54370;Xousse, 54370
Bathelémont;54050;54370;Bathelémont, 54370
Hoéville;54262;54370;Hoéville, 54370
Hénaménil;54258;54370;Hénaménil, 54370
Bezange-la-Grande;54071;54370;Bezange-la-Grande, 54370
Coincourt;54133;54370;Coincourt, 54370
Juvrecourt;54285;54370;Juvrecourt, 54370
Serres;54502;54370;Serres, 54370
Raville-sur-Sânon;54445;54370;Raville-sur-Sânon, 54370
Remoncourt;54457;54370;Remoncourt, 54370
Parroy;54418;54370;Parroy, 54370
Valhey;54541;54370;Valhey, 54370
Einville-au-Jard;54176;54370;Einville-au-Jard, 54370
Drouville;54173;54370;Drouville, 54370
Bauzemont;54053;54370;Bauzemont, 54370
Emberménil;54177;54370;Emberménil, 54370
Maixe;54335;54370;Maixe, 54370
Pluméliau;56173;56930;Pluméliau, 56930
Pluméliau-Bieuzy;56173;56930;Pluméliau-Bieuzy, 56930
Marcy;58156;58210;Marcy, 58210
La Chapelle-Saint-André;58058;58210;La Chapelle-Saint-André, 58210
Champlemy;58053;58210;Champlemy, 58210
Courcelles;58090;58210;Courcelles, 58210
Menou;58163;58210;Menou, 58210
Parigny-la-Rose;58206;58210;Parigny-la-Rose, 58210
Saint-Pierre-du-Mont;58263;58210;Saint-Pierre-du-Mont, 58210
Oudan;58201;58210;Oudan, 58210
Villiers-le-Sec;58310;58210;Villiers-le-Sec, 58210
Beuvron;58029;58210;Beuvron, 58210
Varzy;58304;58210;Varzy, 58210
Cuncy-lès-Varzy;58093;58210;Cuncy-lès-Varzy, 58210
Corvol-d'Embernard;58084;58210;Corvol-d'Embernard, 58210
Saint-Germain-des-Bois;58242;58210;Saint-Germain-des-Bois, 58210
Fressain;59254;59234;Fressain, 59234
Monchecourt;59409;59234;Monchecourt, 59234
Villers-au-Tertre;59620;59234;Villers-au-Tertre, 59234
Somain;59574;59490;Somain, 59490
Bruille-lez-Marchiennes;59113;59490;Bruille-lez-Marchiennes, 59490
La Cellette;63067;63330;La Cellette, 63330
Pionsat;63281;63330;Pionsat, 63330
Château-sur-Cher;63101;63330;Château-sur-Cher, 63330
Saint-Maigner;63373;63330;Saint-Maigner, 63330
Le Quartier;63293;63330;Le Quartier, 63330
Saint-Hilaire;63360;63330;Saint-Hilaire, 63330
Roche-d'Agoux;63304;63330;Roche-d'Agoux, 63330
Saint-Maurice-près-Pionsat;63377;63330;Saint-Maurice-près-Pionsat, 63330
Bussières;63060;63330;Bussières, 63330
Virlet;63462;63330;Virlet, 63330
Vergheas;63447;63330;Vergheas, 63330
Baillif;97104;97123;Baillif, 97123
Le Verdon-sur-Mer;33544;33123;Le Verdon-sur-Mer, 33123
Pulney;54438;54115;Pulney, 54115
Vandeléville;54545;54115;Vandeléville, 54115
Tramont-Émy;54529;54115;Tramont-Émy, 54115
Beuvezin;54068;54115;Beuvezin, 54115
Gémonville;54220;54115;Gémonville, 54115
Fécocourt;54190;54115;Fécocourt, 54115
Laloeuf;54291;54115;Laloeuf, 54115
Aboncourt;54003;54115;Aboncourt, 54115
Tramont-Lassus;54530;54115;Tramont-Lassus, 54115
Battigny;54052;54115;Battigny, 54115
Grimonviller;54237;54115;Grimonviller, 54115
Thorey-Lyautey;54522;54115;Thorey-Lyautey, 54115
Gélaucourt;54218;54115;Gélaucourt, 54115
Saulxerotte;54494;54115;Saulxerotte, 54115
Tramont-Saint-André;54531;54115;Tramont-Saint-André, 54115
Favières;54189;54115;Favières, 54115
Dommarie-Eulmont;54164;54115;Dommarie-Eulmont, 54115
Bersée;59071;59235;Bersée, 59235
Villeneuve-d'Ascq;59009;59491;Villeneuve-d'Ascq, 59491
Port-Vendres;66148;66660;Port-Vendres, 66660
Lancié;69108;69220;Lancié, 69220
Saint-Lager;69218;69220;Saint-Lager, 69220
Taponas;69242;69220;Taponas, 69220
Belleville-en-Beaujolais;69019;69220;Belleville-en-Beaujolais, 69220
Belleville;69019;69220;Belleville, 69220
Corcelles-en-Beaujolais;69065;69220;Corcelles-en-Beaujolais, 69220
Charentay;69045;69220;Charentay, 69220
Cercié;69036;69220;Cercié, 69220
Dracé;69077;69220;Dracé, 69220
Augicourt;70035;70500;Augicourt, 70500
Montureux-lès-Baulay;70372;70500;Montureux-lès-Baulay, 70500
Betaucourt;70066;70500;Betaucourt, 70500
Ormoy;70399;70500;Ormoy, 70500
Tartécourt;70496;70500;Tartécourt, 70500
Bougey;70078;70500;Bougey, 70500
Montigny-lès-Cherlieu;70362;70500;Montigny-lès-Cherlieu, 70500
Corre;70177;70500;Corre, 70500
Chauvirey-le-Vieil;70144;70500;Chauvirey-le-Vieil, 70500
Bourbévelle;70086;70500;Bourbévelle, 70500
Jussey;70292;70500;Jussey, 70500
Aboncourt-Gesincourt;70002;70500;Aboncourt-Gesincourt, 70500
Bousseraucourt;70091;70500;Bousseraucourt, 70500
Blondefontaine;70074;70500;Blondefontaine, 70500
Lambrey;70293;70500;Lambrey, 70500
Aisey-et-Richecourt;70009;70500;Aisey-et-Richecourt, 70500
Venisey;70545;70500;Venisey, 70500
Vernois-sur-Mance;70548;70500;Vernois-sur-Mance, 70500
Raincourt;70436;70500;Raincourt, 70500
Vougécourt;70576;70500;Vougécourt, 70500
Magny-lès-Jussey;70320;70500;Magny-lès-Jussey, 70500
Cemboing;70112;70500;Cemboing, 70500
Cendrecourt;70114;70500;Cendrecourt, 70500
Gevigney-et-Mercey;70267;70500;Gevigney-et-Mercey, 70500
Rosières-sur-Mance;70454;70500;Rosières-sur-Mance, 70500
Buffignécourt;70106;70500;Buffignécourt, 70500
Ranzevelle;70437;70500;Ranzevelle, 70500
Villars-le-Pautel;70554;70500;Villars-le-Pautel, 70500
Montcourt;70359;70500;Montcourt, 70500
Ouge;70400;70500;Ouge, 70500
Barges;70049;70500;Barges, 70500
Betoncourt-sur-Mance;70070;70500;Betoncourt-sur-Mance, 70500
Saint-Marcel;70468;70500;Saint-Marcel, 70500
Vitrey-sur-Mance;70572;70500;Vitrey-sur-Mance, 70500
Chauvirey-le-Châtel;70143;70500;Chauvirey-le-Châtel, 70500
Jonvelle;70291;70500;Jonvelle, 70500
Samoëns;74258;74340;Samoëns, 74340
Arrelles;10009;10340;Arrelles, 10340
Les Riceys;10317;10340;Les Riceys, 10340
Channes;10079;10340;Channes, 10340
Avirey-Lingey;10022;10340;Avirey-Lingey, 10340
Bagneux-la-Fosse;10025;10340;Bagneux-la-Fosse, 10340
Bragelogne-Beauvoir;10058;10340;Bragelogne-Beauvoir, 10340
Villemoustaussou;11429;11620;Villemoustaussou, 11620
Montigny-le-Bretonneux;78423;78180;Montigny-le-Bretonneux, 78180
